OBJECTID,C_PRINT,Parcelnum,Address_1,Address_2,Zipcode,Property_C,Municipali,Garabage_D,Updated,Shape__Area,Shape__Length
14725,86.-1-19.1,19.1,0,Route 31,14470,314,Town of Murray,Friday,September 2023,328075.227294922,2460.15618106514
14726,86.-1-20,20,16260,Route 31,14470,449,Town of Murray,Friday,September 2023,24004.0845947266,760.045099854371
14727,86.-1-21.2,21.2,3924,Hulberton Road,14470,322,Town of Murray,Friday,September 2023,2121758.21337891,7531.01632730002
14728,87.-1-1,1,16318,Route 31,14470,240,Town of Murray,Friday,September 2023,2635179.68115234,6825.90725490663
14729,87.-1-2,2,16378,Route 31,14470,210,Town of Murray,Friday,September 2023,263198.598144531,2063.97409768173
14730,64.-2-89,89,0,Fancher Road,14470,105,Town of Murray,Friday,September 2023,265099.372558594,2189.27797811465
14731,53.-1-43.112,43.112,2883,Transit Road,14470,210,Town of Murray,Friday,September 2023,52800.0550537109,928.000459126651
14732,75.-1-50,50,0,Padelford Road,14470,582,Town of Murray,Friday,September 2023,500721.268676758,3126.83712760565
14733,75.-1-49.1,49.1,15816,Lynch Road,14470,553,Town of Murray,Friday,September 2023,17051632.8848877,28303.9921172961
14734,75.-1-49,49,15816,Lynch Road,14470,553,Town of Murray,Friday,September 2023,11109.5192871094,738.790727944897
14735,87.-1-3,3,16386,Route 31,14470,210,Town of Murray,Friday,September 2023,21627.0362548828,624.111934050996
14736,87.-1-4,4,16392,Route 31,14470,210,Town of Murray,Friday,September 2023,20296.1162109375,607.96864900395
14737,87.-1-5,5,16398,Route 31,14470,210,Town of Murray,Friday,September 2023,19540.0816650391,598.874813563143
14738,87.-1-6.12,6.12,16402,Route 31,14470,210,Town of Murray,Friday,September 2023,20012.5622558594,603.434970800047
14739,87.-1-22.1,22.1,0,Route 31,14470,120,Town of Murray,Friday,September 2023,3123131.62084961,8039.11650544825
14740,87.-1-6.2,6.2,16472,Route 31,14470,280,Town of Murray,Friday,September 2023,113127.954345703,1472.70997095571
14741,87.6-1-4.1,4.1,16490,Route 31,14470,210,Town of Murray,Friday,September 2023,225603.99621582,1934.65947848974
14742,75.-2-32.1,32.1,16019,Holley Road,14470,210,Town of Murray,Friday,September 2023,257151.281494141,2429.17963953419
14743,87.6-1-6.11,6.11,16518,Route 31,14470,210,Town of Murray,Friday,September 2023,108533.652954102,1527.92194426282
14744,87.7-1-45.11,45.11,16524,Route 31,14470,210,Town of Murray,Friday,September 2023,82648.8312988281,1439.36192963829
14745,87.7-1-43.1,43.1,16540,Route 31,14470,210,Town of Murray,Friday,September 2023,81633.8116455078,1438.10324984718
14746,87.7-1-42,42,16546,Route 31,14470,210,Town of Murray,Friday,September 2023,55073.6540527344,1347.05062755496
14747,87.7-1-41,41,16560,Route 31,14470,210,Town of Murray,Friday,September 2023,54396.2493896484,1344.83319342146
14748,87.7-1-40,40,16556,Route 31,14470,210,Town of Murray,Friday,September 2023,49555.9094238281,1346.15905890904
14749,87.7-1-39,39,16562,Route 31,14470,210,Town of Murray,Friday,September 2023,29871.1345214844,838.760176192344
14750,87.7-1-34,34,16568,Route 31,14470,210,Town of Murray,Friday,September 2023,29883.2531738281,838.798944981754
14751,75.-1-29,29,15753,Holley Road,14470,210,Town of Murray,Friday,September 2023,52117.0122070313,916.938644106905
14752,87.7-1-33.1,33.1,16578,Route 31,14470,210,Town of Murray,Friday,September 2023,53598.9030761719,982.957311556757
14753,75.-1-32.1,32.1,15664,Holley Road,14470,210,Town of Murray,Friday,September 2023,97059.1398925781,1246.96240594866
14754,87.7-1-32.1,32.1,16580,Route 31,14470,210,Town of Murray,Friday,September 2023,215758.807739258,2134.53312908088
14755,87.7-1-31,31,16586,Route 31,14470,210,Town of Murray,Friday,September 2023,17248.3205566406,544.374322894384
14756,75.-1-31.12,31.12,15670,Holley Road,14470,210,Town of Murray,Friday,September 2023,46201.2731933594,933.475300043024
14757,87.7-1-30.1,30.1,16584,Route 31,14470,210,Town of Murray,Friday,September 2023,34281.7904052734,742.863377120957
14758,87.7-1-28,28,16610,Route 31,14470,210,Town of Murray,Friday,September 2023,34117.3439941406,740.752056986685
14759,87.7-1-27,27,16618,Route 31,14470,210,Town of Murray,Friday,September 2023,34150.12109375,741.679793643151
14760,87.7-1-26,26,16626,Route 31,14470,210,Town of Murray,Friday,September 2023,16855.0538330078,537.58101968085
14761,87.7-1-25,25,16634,Route 31,14470,210,Town of Murray,Friday,September 2023,16750.3302001953,536.188151177393
14762,87.7-1-24,24,16642,Route 31,14470,210,Town of Murray,Friday,September 2023,14847.83984375,512.298931991886
14763,75.-1-31.111,31.111,15678,Holley Road,14470,210,Town of Murray,Friday,September 2023,146163.723632813,1548.93175771312
14764,75.-1-31.2,31.2,3889,Hindsburg Road,14470,210,Town of Murray,Friday,September 2023,42629.1987304688,910.392037379739
14765,75.-2-30.2,30.2,16137,Route 31,14470,210,Town of Murray,Friday,September 2023,19959.2821044922,573.188462509084
14766,75.-2-29,29,16143,Route 31,14470,210,Town of Murray,Friday,September 2023,39106.3310546875,802.06765243699
14767,76.-1-24,24,16311,Route 31,14470,210,Town of Murray,Friday,September 2023,17816.2811279297,545.881308346824
14768,76.-1-23,23,16317,Route 31,14470,210,Town of Murray,Friday,September 2023,16995.1092529297,535.562896535189
14769,76.-1-22,22,16327,Route 31,14470,210,Town of Murray,Friday,September 2023,37404.4079589844,784.311982950162
14770,76.-1-18,18,16427,Route 31,14470,210,Town of Murray,Friday,September 2023,15204.3305664063,515.594153611295
14771,75.-2-31,31,16069,Route 31,14470,210,Town of Murray,Friday,September 2023,44376.9050292969,886.46903284486
14772,76.-1-25.111,25.111,16305,Route 31,14470,210,Town of Murray,Friday,September 2023,35561.0651855469,757.812841508772
14773,77.-1-15.21,15.21,3893,Bennetts Corners Road,14470,220,Town of Murray,Friday,September 2023,59780.0173339844,1009.54963841294
14774,76.-1-21,21,16401,Route 31,14470,220,Town of Murray,Friday,September 2023,57024.5665283203,972.584573419035
14775,76.-1-20,20,0,Route 31,14470,311,Town of Murray,Friday,September 2023,20283.1895751953,606.28037606939
14776,76.-1-19,19,0,Route 31,14470,311,Town of Murray,Friday,September 2023,21123.8193359375,616.289299861408
14777,87.7-1-7,7,16611,Route 31,14470,210,Town of Murray,Friday,September 2023,14485.5932617188,499.584226516065
14778,87.7-1-5.1,5.1,16599,Route 31,14470,210,Town of Murray,Friday,September 2023,26111.3979492188,731.959154074812
14779,87.7-1-8,8,16625,Route 31,14470,210,Town of Murray,Friday,September 2023,16071.3216552734,526.329991898288
14780,87.7-1-9,9,16629,Route 31,14470,210,Town of Murray,Friday,September 2023,14246.1514892578,503.696611087719
14781,87.7-1-10,10,16635,Route 31,14470,210,Town of Murray,Friday,September 2023,14649.3023681641,506.574661713318
14782,77.-2-31.1,31.1,4045,Monroe Orleans County Line Road,14470,210,Town of Murray,Friday,September 2023,82425.8045654297,1214.30306244519
14783,76.-1-25.112,25.112,16325,Route 31,14470,210,Town of Murray,Friday,September 2023,37878.28515625,876.884224390765
14784,77.-1-18,18,3888,Bennetts Corners Road,14470,210,Town of Murray,Friday,September 2023,39905.8238525391,1041.90708978699
14785,87.6-1-1,1,16481,Route 31,14470,210,Town of Murray,Friday,September 2023,54109.1822509766,941.04427049294
14786,87.6-1-2,2,16481,Route 31,14470,311,Town of Murray,Friday,September 2023,40801.5102539063,840.469257783131
14787,87.6-1-3,3,16489,Route 31,14470,210,Town of Murray,Friday,September 2023,39699.3557128906,830.461195555414
14788,76.-1-16.12,16.12,0,Route 31,14470,311,Town of Murray,Friday,September 2023,23639.4766845703,707.456368920051
14789,76.-1-16.113,16.113,16475,Route 31,14470,210,Town of Murray,Friday,September 2023,40813.3181152344,845.793237220942
14790,76.-1-16.2,16.2,16543,Albion Road,14470,210,Town of Murray,Friday,September 2023,65939.8829345703,1029.02327662802
14791,75.-1-49.2,49.2,0,Lynch Road,14470,582,Town of Murray,Friday,September 2023,126393.691040039,1566.91951368432
14792,87.7-1-3,3,16575,Route 31,14470,210,Town of Murray,Friday,September 2023,40797.4289550781,840.225215265227
14793,87.7-1-4.1,4.1,16593,Route 31,14470,210,Town of Murray,Friday,September 2023,24532.3106689453,722.34380090589
14794,87.7-1-2.12,2.12,16559,Route 31,14470,210,Town of Murray,Friday,September 2023,38499.2543945313,837.077842459026
14795,87.7-1-2.112,2.112,16563,Route 31,14470,210,Town of Murray,Friday,September 2023,37893.4312744141,833.901007051876
14796,87.7-1-2.111,2.111,16567,Route 31,14470,210,Town of Murray,Friday,September 2023,40872.0697021484,856.111478507844
14797,76.-1-16.112,16.112,16517,Route 31,14470,210,Town of Murray,Friday,September 2023,35130.2371826172,845.26046399808
14798,77.-2-30,30,4035,Monroe Orleans County Line Road,14470,210,Town of Murray,Friday,September 2023,21802.4239501953,624.055343031511
14799,75.-1-33.2,33.2,15635,Holley Road,14470,210,Town of Murray,Friday,September 2023,179204.932983398,1694.8814087353
14800,76.-1-25.113,25.113,0,Route 31,14470,331,Town of Murray,Friday,September 2023,153577.430053711,1821.01277917161
14801,87.7-1-6,6,16603,Route 31,14470,210,Town of Murray,Friday,September 2023,53242.5131835938,1292.10778141928
14802,75.-2-26.22,26.22,3872,Hulberton Road,14470,210,Town of Murray,Friday,September 2023,38860.0733642578,822.152756571479
14803,77.-1-17.111,17.111,3878,Bennetts Corners Road,14470,220,Town of Murray,Friday,September 2023,31520.9429931641,722.169229786833
14804,77.-2-29,29,4027,Monroe Orleans County Line Road,14470,210,Town of Murray,Friday,September 2023,21979.912109375,625.456870194655
14805,75.-1-30,30,3877,Hindsburg Road,14470,240,Town of Murray,Friday,September 2023,1010654.95581055,4216.22717159184
14806,75.-1-28,28,15793,Holley Road,14470,312,Town of Murray,Friday,September 2023,514322.75769043,2904.38690917994
14807,75.-1-26.1,26.1,0,Holley Road,14470,314,Town of Murray,Friday,September 2023,79701.3432617188,1845.20140732624
14808,75.-1-27,27,15807,Holley Road,14470,210,Town of Murray,Friday,September 2023,134181.711547852,1973.98035466917
14809,75.-1-26.2,26.2,15809,Holley Road,14470,210,Town of Murray,Friday,September 2023,319540.100463867,2421.95335076839
14810,76.-1-25.2,25.2,16375,Route 31,14470,210,Town of Murray,Friday,September 2023,290791.960327148,2171.98260924093
14811,75.-1-24.1,24.1,0,Holley Road,14470,210,Town of Murray,Friday,September 2023,1860482.98791504,6199.96062303581
14812,77.-2-28,28,4021,Monroe Orleans County Line Road,14470,210,Town of Murray,Friday,September 2023,19694.4071044922,602.986958536357
14813,77.-1-17.113,17.113,3882,Bennetts Corners Road,14470,210,Town of Murray,Friday,September 2023,100167.4375,1764.96170568499
14814,75.-1-22.1,22.1,15977,Holley Road,14470,210,Town of Murray,Friday,September 2023,204751.827636719,1873.20139652328
14815,75.-1-21,21,3874,Fancher Road,14470,210,Town of Murray,Friday,September 2023,35099.8666992188,753.104935079561
14816,75.-2-28.1,28.1,16227,Route 31,14470,312,Town of Murray,Friday,September 2023,219816.103271484,2059.43687493943
14817,75.-2-33,33,3840,Fancher Road,14470,330,Town of Murray,Friday,September 2023,102754.25,1498.61857505787
14818,76.-1-26.2,26.2,16395,Route 31,14470,240,Town of Murray,Friday,September 2023,492387.081298828,3203.73442272714
14819,77.-2-27,27,4015,Monroe Orleans County Line Road,14470,210,Town of Murray,Friday,September 2023,19672.9736328125,602.562898760151
14820,77.-1-16.1,16.1,3871,Bennetts Corners Road,14470,210,Town of Murray,Friday,September 2023,111006.2265625,1427.38680318823
14821,77.-2-26,26,4011,Monroe Orleans County Line Road,14470,210,Town of Murray,Friday,September 2023,21045.5865478516,615.6950576569
14822,76.-1-16.117,16.117,16435,Route 31,14470,210,Town of Murray,Friday,September 2023,210218.388183594,2208.10215252635
14823,76.-1-55,55,16473,Route 31,14470,283,Town of Murray,Friday,September 2023,917919.029907227,4579.01125803953
14824,76.-1-14.2,14.2,16641,Route 31,14470,311,Town of Murray,Friday,September 2023,198830.486938477,2194.47064216584
14825,77.-1-17.21,17.21,3862,Bennetts Corners Road,14470,210,Town of Murray,Friday,September 2023,214284.040283203,2501.90557703321
14826,76.-1-25.121,25.121,3877,Hulberton Road,14470,210,Town of Murray,Friday,September 2023,359599.286254883,2663.23251009286
14827,76.-1-14.1,14.1,16615,Route 31,14470,210,Town of Murray,Friday,September 2023,257143.14831543,2490.77324975743
14828,77.-2-41,41,17176,Gulf Road,14470,210,Town of Murray,Friday,September 2023,32749.1868896484,857.26049792031
14829,76.-1-58,58,0,Route 31,14470,312,Town of Murray,Friday,September 2023,1013742.69787598,6057.92794142321
14830,77.-2-40,40,17182,Gulf Road,14470,210,Town of Murray,Friday,September 2023,27665.2741699219,755.896938986354
14831,77.-2-39,39,17188,Gulf Road,14470,210,Town of Murray,Friday,September 2023,25420.0062255859,735.809820242767
14832,77.-1-14.2,14.2,17100,Gulf Road,14470,240,Town of Murray,Friday,September 2023,2450332.95532227,6930.59517786005
14833,77.-1-17.12,17.12,0,Gulf Road,14470,312,Town of Murray,Friday,September 2023,16924.7957763672,542.80812992882
14834,75.-1-15.11,15.11,0,Fancher Road,14470,105,Town of Murray,Friday,September 2023,329863.255249023,3197.26939859681
14835,75.-2-26.1,26.1,3840,Hulberton Road,14470,210,Town of Murray,Friday,September 2023,143409.606689453,1546.37972272581
14836,77.-2-25,25,3983,Monroe Orleans County Line Road,14470,210,Town of Murray,Friday,September 2023,141978.815185547,1608.1182836192
14837,77.-2-23,23,3971,Monroe Orleans County Line Road,14470,210,Town of Murray,Friday,September 2023,20916.9722900391,612.208738401684
14838,77.-2-38,38,17242,Gulf Road,14470,210,Town of Murray,Friday,September 2023,20444.6041259766,616.028180559953
14839,86.-1-12.11,12.11,15844,Holley Road,14470,240,Town of Murray,Friday,September 2023,110179.24597168,1331.85702811775
14840,76.-2-29.11,29.11,16827,Lynch Road,14470,210,Town of Murray,Friday,September 2023,76993.1018066406,1169.47358487499
14841,54.-2-26.111,26.111,0,Carton Road,14470,322,Town of Murray,Friday,September 2023,557817.795043945,4237.02924395952
14842,77.-2-47,47,17260,Gulf Road,14470,210,Town of Murray,Friday,September 2023,152232.30456543,1714.66080129087
14843,53.-1-24.11,24.11,15794,Transit Church,14470,210,Town of Murray,Friday,September 2023,104005.420166016,1290.49956464418
14844,76.-1-5.111,5.111,16459,Telegraph Road,14470,210,Town of Murray,Friday,September 2023,42014.5642089844,823.498289003798
14845,64.-2-88,88,3281,Fancher Road,14470,240,Town of Murray,Friday,September 2023,233466.369506836,1918.86230945481
14846,65.-1-75,75,3315,North Main Street Road,14470,210,Town of Murray,Friday,September 2023,45183.0777587891,993.816289944083
14847,77.-1-19,19,17083,Gulf Road,14470,210,Town of Murray,Friday,September 2023,430098.840576172,3410.60708167682
14848,76.-1-37,37,3769,Hulberton Road,14470,210,Town of Murray,Friday,September 2023,115327.578857422,1613.99683580791
14849,76.-1-36,36,0,Lynch Road,14470,311,Town of Murray,Friday,September 2023,441487.611816406,2721.66079081967
14850,76.-1-28,28,16356,Lynch Road,14470,210,Town of Murray,Friday,September 2023,434061.710083008,2768.83198832151
14851,76.-1-27,27,0,Lynch Road,14470,323,Town of Murray,Friday,September 2023,231705.269775391,2312.42653019531
14852,76.-1-26.1,26.1,0,Route 31,14470,105,Town of Murray,Friday,September 2023,1664869.85974121,6840.14629111425
14853,75.-1-39,39,3773,Transit Road,14470,314,Town of Murray,Friday,September 2023,318209.616699219,2275.99527139628
14854,77.-2-49.1,49.1,17255,Gulf Road,14470,105,Town of Murray,Friday,September 2023,1266982.4888916,6014.59154342272
14855,75.-2-22,22,3756,Hulberton Road,14470,210,Town of Murray,Friday,September 2023,38118.5765380859,781.722551182005
14856,75.-1-37.1,37.1,15558,Lynch Road,14470,210,Town of Murray,Friday,September 2023,192020.819702148,1894.33330395203
14857,75.-1-37.2,37.2,0,Transit Road,14470,322,Town of Murray,Friday,September 2023,811847.536743164,4334.83975856684
14858,75.-1-36,36,15628,Lynch Road,14470,240,Town of Murray,Friday,September 2023,1852985.33679199,5474.60532473871
14859,75.-2-36.2,36.2,0,Lynch Road,14470,314,Town of Murray,Friday,September 2023,72446.2028808594,1077.3972582416
14860,75.-2-36.1,36.1,16014,Lynch Road,14470,210,Town of Murray,Friday,September 2023,71153.4621582031,1067.44104042684
14861,77.-2-16.1,16.1,3739,Monroe Orleans County Line Road,14470,416,Town of Murray,Friday,September 2023,1736533.09484863,5874.03433700179
14862,77.-2-15,15,3845,Monroe Orleans County Line Road,14470,210,Town of Murray,Friday,September 2023,14989.0687255859,490.555826141765
14863,75.-2-38,38,16132,Lynch Road,14470,210,Town of Murray,Friday,September 2023,68596.6834716797,1294.0178200251
14864,75.-2-37,37,16054,Lynch Road,14470,240,Town of Murray,Friday,September 2023,3030296.78112793,9072.74497501561
14865,75.-2-20.11,20.11,16210,Lynch Road,14470,210,Town of Murray,Friday,September 2023,81577.0028076172,1168.33426923841
14866,75.-2-21.112,21.112,16220,Lynch Road,14470,240,Town of Murray,Friday,September 2023,1278382.0637207,6612.2218094791
14867,76.-1-38,38,3733,Hulberton Road,14470,240,Town of Murray,Friday,September 2023,614090.473876953,3203.04393940062
14868,76.-1-40,40,0,Lynch Road,14470,314,Town of Murray,Friday,September 2023,17482.4936523438,530.85648708934
14869,76.-1-39.1,39.1,0,Lynch Road,14470,105,Town of Murray,Friday,September 2023,3732451.11645508,17076.7595409793
